"Id","Nimi","Ainekset","Valmistusohje","Huomio","Valmistuspvt","Arvio","Ominaisuus","Doshat","Luokka","Vuodenaika","Kasvikset","Kotimaa","Pisteet","Tyyppi","Suosikki","OmaLista","Author"
"2036","Butter chicken tai halloumi (huijarin)","1 sipuli ;2 rkl öljyä ;1/2 dl mantelijauhetta ;1 tl kardemummaa ;1 tl (ceylonin) kanelia ;1 tl kurkumaa ;1/4 tl neilikkaa;1 tl chilijauhetta;2 rkl tomaattipyreetä ;1 tlk (500 g) paseerattua tomaattia ;2 pkt (400 g) halloumia tai kanaa;(2 dl kuohukermaa);1 tl suolaa ;basmatiriisiä ;cashewpähkinöitä ;minttua tai korianteria; (kirsikkatomaatteja)","1 Hienonna sipuli kasariin. Lisää öljy ja kuullota muutama minuutti. ;;2 Mittaa mantelijauhe ja mausteet kuppiin valmiiksi. Sekoita mausteet sipulin joukkoon. ;3 Lisää tomaattipyree ja paista pari minuuttia sekoitellen. Lisää paseerattu tomaatti ja anna kastikkeen hautua kannen alla 5 minuuttia.;4 Paista halloumi paistinpannussa 1 rkl:ssa voita rapeiksi. Sekoita kastikkeeseen. Nosta pannu liedeltä. Sekoita kerma, loppu voi ja suola joukkoon. ;5 Tarjoa kastike riisin, paahdettujen pähkinöiden, yrttien ja halutessasi tomaattien kanssa. ;;","Sami Leinosen helppo ohje"," 17.12.2022","Hyvä","Gluteiiniton","","Kasvisruoka","","","Intia","0","","""1","","""hartsa@recipes.com"
"2043","Arjan kanapata","4 broilerin fileepihviä tai kanan paloja;1 rki öljyä ;1 suolaa ;mustapippuria ;1 rs herkkusieniä ;4 viipaletta pekonia ;3-4 aurinkokuivattua tomaattia ;2 dl ruokakermaa ;3 tl dijoninsinappia. ;;","Puhdista sienet ja leikkaa ne viipaleiksi. Suikaloi pekoni ja tomaatit. Ruskista fileet molemmilta puolilta ja mausta pinta suolalla ja pippurilla. Nosta fileet sopivan kokoiseen uunivuokaan. Ruskista pekonit pannussa. Lisää sienet ja anna niidenkin saada hiukan väriä. Levitä pekoni-sieniseos sekä suikaloidut tomaatit broilerien päälle. Kaada kerma-sinappiseos vuokaan. Kypsennä 225-asteisessa uunissa 10-15 minuuttia. Tarjoa lisänä perunoita tai riisiä. ;;",""," 26.7.2023 6.12.2023 2.2.2025","Hyvä","","","Kanaruoka","","","","0","Pääruoka","1","","""hartsa@recipes.com"
"2047","Kalattomat pyörykät by chocochili","1 prk / 230 g kikherneitä;1 pkt / 300 g kylmäsavutofua (Jalotofu);1 salottisipuli;2 valkosipulinkynttä;1 rkl pieniä kapriksia;1 sitruunan raastettu kuori;2 rkl sitruunan mehua;1 rkl oliiviöljyä;½ dl korppujauhoja;½ dl vehnäjauhoja;1 rkl kuivattua tilliä;1 tl sipulijauhetta;1 tl valkosipulijauhetta;¼ – ½ tl suolaa;mustapippuria myllystä;;2 dl kaurafraichea;½ sitruunan raastettu kuori;1-2 tl sitruunan mehua;1 tl kuivattua tilliä;1 tl valkosipulijauhetta;suolaa ja mustapippuria myllystä;oliiviöljyä paistamiseen","Huuhtele ja valuta kikherneet. Hienonna ne kulhossa esimerkiksi haarukalla.;Murentele savutofu joukkoon.;Silppua sipuli ja valkosipulinkynnet hienoksi silpuksi. Hienonna kaprikset.;Lisää kaikki aineet kulhoon ja sekoita käsin tasaiseksi massaksi.;Anna pyörykkämassan turvota noin 15 minuuttia. Sekoita sillä välin kastikkeen aineet yhteen ja laita se jääkaappiin maustumaan.;Kuumenna öljy (tarttumattoman) paistinpannun pohjalla. Paista pyöryköitä noin 5 minuuttia välillä käännellen tai kunnes ne ovat saaneet kauniin värin pintaansa.;Syö pyörykät perunamuusin ja kaurafraichekastikkeen kanssa.","Chocochili","","","Maidoton;Munaton;Vegaaninen","","Kasvisruoka","","","","0","Pääruoka","0","","""hartsa@recipes.com"
"2054","Täydellinen broilerinfilee","3 nahatonta ja luutonta broilerinfileetä;1-2 rkl öljyä;1 tl kurkumaa;1 tl juustokuminaa;1 tl paprikajauhetta;½ tl chilijauhetta","Ota broilerit huoneenlämpöön puoli tuntia ennen paistamista. Pyyhkäise niiden pinnat talouspaperilla.;Sekoita öljy ja mausteet pannulla. Kuumenna, kunnes mausteöljyyn muodostuu pieniä kuplia.;Nosta broilerinfileet pannulle. Paista melko kovalla lämmöllä (7) 2 minuuttia.;Käännä fileet, nosta kansi päälle ja alenna lieden teho miedolle lämmölle (2). Kypsennä kannella peitettynä 10 minuuttia. Älä avaa kantta, jotta höyry ei karkaa.;Nosta pannu kansineen liedeltä ja anna hautua kannen alla vielä toiset 10 minuuttia. Älä avaa tänä aikana kantta.;Viimeinen vaihe voi olla pitempikin, paranee vaan.;Leikkaa fileet terävällä veitsellä vinoviipaleiksi ja ripottele pinnalle suolaa. Käytä fileet salaattiin tai tarjoa ne riisin tai couscousin kanssa. Valele ne pannulle kertyneellä paistoliemellä.","","","Herkku","Gluteiiniton;Laktoositon;Maidoton;Munaton;Sokeriton","","Kanaruoka","Koko vuosi","","","0","Pääruoka","0","","""hartsa@reseptit.com"
"2055","Harri Syrjäsen tonnikalapasta","300 g pastaa;2 valkosipulinkynttä;1 sitruuna;1 dl oliiveja;kourallinen rucolaa;1 prk tonnikalaa;10 dl mietoa kalalientä;0,5 dl oliiviöljyä;suolaa ja mustapippuria myllystä;1 dl parmesanraastetta","Raasta sitruunan kuori ja halkaise sitruuna. Silppua valkosipuli.;Kaada kuumaan kasariin oliiviöljy ja kuullota valkosipulia hetken aikaa. Kaada kasariin liemi ja kiehauta.;Lisää pasta ja keittele hiljaa hymyillen 12–14 minuuttia, kunnes pasta on lähes kypsää.;Lisää raastettu sitruunankuori, purista sitruunasta mehut, heitä mukaan oliviit.;Mausta suolalla ja mustapippurilla. Lisää rucola ja tonnikala. Voit raastaa halutessasi parmesania sekaan.","","","Ei testattu","Munaton","","Kalaruoka;Pasta","Koko vuosi","","","0","Pääruoka","0","","""hartsa@reseptit.com"
"2058","Juustoinen kanakeitto","500 g suikalejuureksia;600 g broileria;2 dl kolmen juuston kermaa;3,3 dl ruokakermaa;1 kasvis-/kanaliemikuutiota;n. 6 dl vettä;suolaa;currya","1. Ruskista broilerinsuikaleet pannulla ja mausta.;2. Laita kattilaan vesi, juurekset, kasvis-/kanaliemi sekä suola ja anna kiehua.;3. Kun kasvikset ovat melkein kypsiä, lisää joukkoon kermat sekä currya tuomaan kaunis väri liemelle. Anna kiehua kunnes juurekset ovat kypsyneet.;4. Lisää broilerinsuikaleet ja anna kiehua vielä hetki.","","","Hyvä","Gluteiiniton;Munaton;Sokeriton","","Kanaruoka;Keitto","Koko vuosi","","","0","Pääruoka","0","","""hartsa@reseptit.com"
"2063","Pannukakku","4 dl	vehnäjauhoja;1 ½ dl	sokeria;1 tl	leivinjauhetta;1 tl	suolaa;1 tl	vaniljasokeria;8 dl	maitoa;2	kananmunaa;100 g	sulatettua margariinia","","Maailman paras pannukakku","","","","","","","","","0","","0","""hartsa@recipes.com"
"2064","Maailman paras pannukakku","4 dl vehnäjauhoja;1 ½ dl sokeria;1 tl suolaa;1 tl leivinjauhetta;1 tl vaniljasokeria;8 dl lmaitoa;2 kananmunaa;100 g sulatettua margariinia;","Sulata margariini Sekoita kuivat aineet keskenään.; Lisää maito, munat sekä sulatettu, jäähtynyt margariini. Sekoita, kunnes seos on tasaista.;Kaada taikina leivinpaperille uunipellille ja paista 200-225 asteessa n. ½ tuntia.",""," 12.3.2023 7.5.2023 28.7.2023 20.12.2023 1.10.2024 24.1.2025","Herkku","","","Makea piiras","","","","0","Leivonnainen","1","","""hartsa@recipes.com"
"2066","Peperoni pastavuoka","400-500 g pastaa (penne);150-200 g peperonisiivuja;2 sipulia;3 valkosipulinkynttä;2 rkl öljyä paistamiseen;800 g tomaattimurskaa;0,5-1 tl suolaa;Mustapippuria;1-2 tl sokeria;1 dl pestoa;Pala parmesania (1/4 paketista) ohuina siivuina;10 vihreää oliivia;10 vihreää jalapenosiivua;200 g juustoa raastettuna","Keitä 400 grammaa pastaa pakkauksen ohjeen mukaan napakan kypsäksi. Valuta siivilässä ja kaada uunivuokaan odottamaan.;Puolita peperoni-siivut.;Kuori ja hienonna kaksi sipulia ja kolme valkosipulinkynttä. Kuullota sipulit öljyssä tai voissa. Lisää peperonit ja paista pari minuuttia.;Lisää pannulle kaksi tölkkiä tomaattimurskaa ja mausteet. Kuumenna kiehuvaksi ja anna kastikkeen hautua hissukseen kannen alla noin 15 minuuttia. ;;Kastikkeen hautuessa puolita oliivit ja siivuta permesan. Raasta juusto.;;Laita parmesan pastan päälle vuokaan.;;Lisää kastikkeeseen lopuksi pestokastike, oliivit ja jalapenot (ja tarvittassa vettä). Kastike saa olla paksua.;;Kuumenna uuni 175 asteeseen. ;;Kaada tomaattikastike uunivuokaan. Älä sekoita.  Ripottele päälle juustoraaste.;Paista vuokaa uunin keskitasolla noin 20 minuuttia.",""," 2.4.2023 10.6.2023 13.8.2023 26.2.2024 15.4.2024 2.11.2024 27.7.2025 4.10.2025 25.10.2025 15.3.2026","Herkku","","","Paistos;Pasta","","","Italia","0","Pääruoka","1","","""hartsa@recipes.com"
"2067","Patatas bravas","1 kg perunoita;4 rkl öljyä;1 tl paprikajauhetta;1/2 tl suolaa;;Tomaattikastike;;1 sipuli;2 valkosipulinkynttä;1 tlk (400 g) tomaattimurskaa;1 rkl omena- tai valkoviinietikkaa;2 rkl tomaattisosetta;n. 10 tippaa tabascoa ja chilijauhetta;1 tl suolaa;ripaus sokeria","Leikkaa perunat isoiksi lohkoiksi.;Keitä perunat kuorineen lähes kypsiksi suolalla maustetussa vedessä.;;Ruskista perunat kuumalla pannulla (todella) runsaassa oliiviöljyssä. ;Laske lämpöä ja jatka paistamista välillä käännellen noin 5 minuuttia tai kunnes perunat ovat täysin kypsiä. ;Mausta perunat paprikalla ja suolalla.;;Tomaattikastike:;;Kuori ja hienonna sipuli sekä valkosipulinkynnet. ;Kuullota sipulit ja valkosipulit oliiviöljyssä.;;Lisää tomaattimurska. ;Lisää kastikkeen loput ainekset ja hauduta 10–15 minuuttia tai kunnes tomaattikastike on sopivan sakeaa.;;Tarjoa paistetut perunat tomaattikastikkeen ja valkosipulimajoneesin kanssa.","","","Herkku","","","Tapas","Koko vuosi","","","0","Lisäkeruoka","0","","""hartsa@reseptit.com"
"2069","Uuniriisi","3 kpl Isohkoja porkkanoita;250 g Minitomaatteja;1-2 Sipulia;5-10 Valkosipulin kynttä;1 dl Oliiviöljyä;yrttejä maun mukaan;1 rkl Ceylon kanelia;1 tl Suolaa;1 tl Mustapippuria;300 g Basmatiriisiä;6 dl vettä","Laita uuni 175 asteeseen.;Pilko isohkoon uunivuokaan porkkanat ja sipulit.;Leikkaa kuoritut valkosipulinkynnet puoliksi pituussuunnassa ja lisää joukkoon.;Lisää myös tomaatit, yrtit ja mausteet.;Kaada päälle öljy ja sekoita vähän.;Laita uuniin ilman kantta keskitasolle tunniksi.;Kun pirahtaa, ota pois uunista ja muuta lämpötilaksi 225 astetta.;Kaada kasvisten päälle riisi ja kiehuvaksi keitetty vesi. ÄLÄ SEKOITA!;Laita vuoan päälle kansi tai foliota, ja pistä uuniin 30 minuutiksi.;Kun pirahtaa, ota vuoka pois uunista ja anna vetäytyä 15 min.",""," 23.4.2023 30.12.2024","Hyvä","Gluteiiniton;Munaton;Sokeriton","","Kasvisruoka;Risotto/Riisiruoka","","","","0","","""1","","""hartsa@recipes.com"
"2072","Grillatut Tofu-ananasvartaat, chocochilin","1 dl ketsuppia;1-2 tl vaahterasiirappia tai muuta vaaleaa siirappia;2 rkl soijakastiketta;3 rkl oliiviöljyä;1 ½ tl savupaprikajauhetta;1 ½ tl sipulijauhetta;1 tl valkosipulijauhettaa;2 tl Srirachaa tai muuta chilikastiketta;mustapippuria myllystä;Vartaisiin;;500 g maustamatonta tofua;400 g tuoretta ananasta (punnittu kuorittuna / noin puolikas keskikokoisesta ananaksesta);;tuoreita yrttejä, kuten korianteria, ruohosipulia, minttua ja lehtipersiljaa silputtuna","Kääräise tofut muutaman talouspaperikerroksen tai keittiöpyhkeen sisälle ja jätä painon alle valumaan vähintään vartiksi.;Valmista kastike sekoittamalla kaikki aineet yhteen.;Kuutio tofu vartaaseen sopiviksi paloiksi ja sekoita ne marinadin joukkoon. Anna tofun marinoitua puolisen tuntia tai vuorokauden verran. Jos käytät puisia varrastikkuja, laita ne veteen likoamaan puoli tuntia ennen grillaamista.;Kuori ananas ja kuutioi se tofun kanssa saman kokoisiksi paloiksi. Pujottele tofua ja ananasta vuorotellen vartaisiin. Valele yli jäänyt marinadi vartaiden päälle ja lisää sitä tarvittaessa grillaamisen aikana.;Grillaa vartaat kauniin värisiksi. Silppua vartaiden päälle tuoreita yrttejä juuri ennen syömistä.","","","","Vegaaninen","","Grillattavaa;Grillimarinadi;Kasvisruoka","Kesä","","","0","","0","""hartsa@recipes.com"
"2074","Kroatian kaalisalaatti","300 g cabbage;2 tablespoons vinegar;1 tablespoon oil;7 g salt;4 g pepper;2 tablespoons water","Cut cabbage into thin strips and put into salad bowl. Season cabbage with salt, pepper, vinegar, oil and add some water (more if you do not like so sour or less).;Mix all ingredients and wait at least 30 minutes before serving. You can cool it in refrigerator if you like it cold.",""," 18.6.2023 22.6.2023 22.7.2023 2.1.2024 13.2.2024 1.10.2024","Herkku","Gluteiiniton;Maidoton;Munaton;Vegaaninen","","Salaatti (viherlisäke)","","","","0","Lisäkeruoka","1","","""hartsa@recipes.com"
"2075","Jogurttimarinadi, itämainen","4 dl turkkilaista jogurttia;1  sitruunan kuori;0,5 dl sitruunamehua;2 ruukkua (2 dl) tuoretta korianteria;4  valkosipulin kynttä;1 tl suolaa;0,5 tl rouhittua mustapippuria","Raasta sitruunan kuori ohuelti ja purista mehu. Hienonna korianteri ja valkosipuli. Yhdistä kaikki ainekset.;Marinadi sopii sekä porsaalle, broilerille että lampaalle. Se riittää marinoimaan n. 800 g lihaa. Anna lihan maustua ja mureutua jogurttimarinadissa mielellään yön yli, kuitenkin vähintään 4 t.","","","","Gluteiiniton","","Grillimarinadi","Kesä","","Itämainen","0","","0","""hartsa@reseptit.com"
"2076","Kreikkalainen jogurttimarinadi","4 valkosipulinkynttä;0,5 (luomu)sitruunaa;2 dl turkkilaista tai kreikkalaista jogurttia;3 rkl oliiviöljyä;2 rkl kuivattua oreganoa;1 tl suolaa;1 tl paprikajauhetta;0,5 tl mustapippuria myllystä","Valmista marinadi. Kuori ja hienonna valkosipulinkynnet. Pese sitruuna, raasta sen kuori hienoksi raasteeksi ja purista mehu. Sekoita isossa kulhossa jogurtti, öljy, sitruunan kuori ja mehu, valkosipuli, oregano, suola, paprikajauhe ja mustapippuri keskenään.;;Upota broilerinfileet marinadiin. Peitä kulho kelmulla. Marinoi jääkaapissa yön yli.;;Valmistele sitruunaperunat (resepti alla).;;Nosta broilerinfileet marinadista ja pyyhkäise ne halutessasi kevyesti. Kaada loppu marinadi pois. Paista broilerit grillissä tai pannulla öljyssä kypsiksi, noin 8 minuuttia per puoli. Kun broilerin sisälämpötila on noin 70 astetta, se on kypsää.;;Tarjoa sitruunaperunoiden kanssa (Kreikkalaiset sitruunaperunat). ",""," 22.6.2025","Hyvä","","","Grillattavaa;Grillimarinadi;Kanaruoka","Kesä","","Kreikka","0","","""1","","""hartsa@reseptit.com"
"2077","Kreikkalaiset sitruunaperunat","1 kg pienehköjä uuden sadon perunoita; 2½ dl kasvislientä; ¾ dl oliiviöljyä; 1 rkl kuivattua oreganoa; 1½ tl suolaa; 3 rkl sitruunamehua; 4 valkosipulinkynttä; 2 rkl voita; Pinnalle; 1 sitruunan kuori raastettuna; tuoretta oreganoa tai muita yrttejä","Laita uuni lämpenemään 200 asteeseen.;;Harjaa perunat puhtaiksi. Puolita tai leikkaa ne tarvittaessa tasakokoisiksi paloiksi. Laita perunat uunivuokaan. Lisää kasvisliemi, öljy ja mausteet. Kuori sitruuna ja purista mehu. Kuori ja puolita valkosipulinkynnet. Lisää mehu ja valkosipulit vuokaan.;;Peitä vuoka foliolla. Paista uunissa 20 minuuttia ja laske uunin lämpötila sitten 175 asteeseen. Poista folio. Lisää voi nokareina vuokaan ja jatka paistamista noin 25 minuuttia tai kunnes perunat ovat kypsiä. Sekoita muutaman kerran paistamisen aikana. Kypsennysaika riippuu perunoiden koosta.;;Viimeistele sitruunankuoriraasteella ja tuoreilla yrteillä.","","","","Munaton;Sokeriton","","Grilliruoan/lihan lisäke","Kesä","","Kreikka","0","Lisäkeruoka","0","","""hartsa@reseptit.com"
"2078","Blankon lammassalaatti","lampaan sisäfilettä pienehköibä paloine grillattuna;Salaatinlehteä;Aurinkotoim. Vähän;Mansikoita;marinoituja kasviksia (persilkaa);Pimjan siemeniä;parmesania lastuina;Oliivia ;hummusta;krutonkeja;vinegretteä","","","","","","","Lammasruoka;Salaatti (ruokaisa)","Kesä","","","0","Pääruoka","0","","""hartsa@recipes.com"
"2079","Marry me chicken soijasuikaleista","100 g soijasuikaleita;1 l kiehuvaa kasvislientä tai vegaanista kanalientä;1 sipuli;2 isoa valkosipulinkynttä;1 tl valkoviinietikkaa;60 g öljyyn säilöttyjä aurinkokuivattuja tomaatteja (punnittu ilman öljyä);2-3 rkl oliiviöljyä;2 tl sipulijauhetta;2 tl valkosipulijauhetta;2 tl Välimeren yrttiseosta;chilihiutaleita maun mukaan;70 g tomaattisosetta;2 dl kaurakermaa;2 dl kaurafraichea (Oatly);1 rkl kasvisfondia;mustapippuria myllystä;3 rkl ravintohiivahiutaleita;½ ruukku basilikaa","Kiehauta kasvisliemi, nosta kattila liedeltä ja lisää joukkoon soijasuikaleet. Anna turvota noin 10 minuuttia tai kunnes suikaleet ovat pehmeitä (turpoamisaika riippuu jonkun verran soijasuikalemerkistä). Purista suikaleista ylimääräinen neste pois.;Sillä välin kun soijasuikaleet turpoavat, kuori ja hienonna sipuli ja valkosipulinkynnet. Silppua aurinkokuivatut tomaatit.;Kuumenna puolet öljystä ison paistinpannun pohjalla. Lisää soijasuikaleet ja ruskista ne kauniin värisiksi. Mausta 1 tl sipulijauhetta ja 1 tl valkosipulijauhetta sekä suolalla ja pippurilla. Siirrä suikaleet hetkeksi pannulta sivuun.;Kuumenna pannu uudelleen ja lisää 1 rkl öljyä. Lisää sipulit ja kuullota ne pehmeiksi. Mausta 1 tl valkoviinietikkaa. Siirrä soijasuikaleet takaisin pannulle. Lisää aurinkokuivatut tomaatit ja yrttimauste, chili sekä loput sipuli- ja valkosipulijauheista. Lisää pannulle tomaattisose, kaurakerma, kaurafraiche ja kasvisfondi. Sekoita hyvin ja hauduttele miedolla lämmöllä muutaman minuutin ajan. Mausta mustapippurilla ja ravintohiivahiutaleilla ja tarkista suola. Lisää tarvittaessa hyppysellinen sokeria.;Lisää lopuksi joukkoon silputtu tuore basilika. Tarjoa kastike haluamasi lisukkeen kanssa.","chocochili;Naimakana kasvisversio","","","Laktoositon;Maidoton;Munaton;Vegaaninen","","Kasvisruoka","","","","0","Pääruoka","0","hartsa@reseptit.com","hartsa@reseptit.com"
"2080","Hernesosekeitto, helppo","2 pussia (a 200 g) pakasteherneitä;0,5 pussia (a 200 g) pakastesipulikuutioita;5 dl vettä;2  laakerinlehteä;0,5 tl mustapippuria;0,5 tl suolaa;2 dl ruokakermaa;0,5 (a 250 g) Koskenlaskija sulatejuustoa;2 tl kuivattua meiramia tai oreganoa","Mittaa kattilaan herneet, sipulit, vesi, laakerinlehti, pippuri ja suola. Anna kiehua kannen alla kypsäksi, n. 8 min.;Poista laakerinlehti. Soseuta sauvasekoittimella.;Lisää ruokakerma ja kuutioitu Koskenlaskija. Kuumenna sekoittaen, kunnes juusto sulaa.;Mausta meiramilla ja tarkista suola. Kuohkeuta vielä sauvasekoittimella.;Tarjoa halutessasi annosten päällä lusikallinen jogurttia.",""," 22.11.2023","Hyvä","Gluteiiniton;Munaton;Sokeriton","","Kasvisruoka;Keitto","","","","0","Alkuruoka;Iltapalaruoka;Pääruoka","0","","""hartsa@recipes.com"
"2081","Lasagne, perinteinen ","Jauhelihakastike;2 sipulia;5 valkosipulinkynttä;700 g jauhelihaa;1 1/2 tl suolaa;1 1/2 tl mustapippuria;2 rkl pizzamaustetta;2 dl vettä;1 lihaliemikuutio;100 g tomaattipyreetä;400 g tomaattimurskaa;;Juustokastike;50 g voita;1 dl vehnäjauhoja;1 l kevytmaitoa;0,5 tl muskottipähkinää;200 g juustoraastetta;;Lisäksi;n. 300 g lasagnelevyjä;100 g juustoraastetta","Hienonna sipulit ja valkosipulinkynnet. Kypsennä jauheliha pannulla ja lisää loppuvaiheessa joukkoon sipulit. Mausta suolalla, pippurilla ja pizzamausteella. Lisää vesi ja murenna joukkoon lihaliemikuutio. Anna kiehua, kunnes liemikuutio on liuennut. Lisää sitten tomaattipyree ja -murska.;;Sulata voi reilun kokoisessa kattilassa. Lisää vehnäjauhot koko ajan sekoittaen ja heti tämän jälkeen maitoa aluksi pieni määrä kerrallaan käsivispilällä hyvin sekoittaen. Jatka sekoittamista liedellä, kunnes kastike kiehuu ja keitä pari minuuttia. Lisää lopuksi muskottipähkinä ja juustoraaste.;;Laita öljytyn uunivuoan (22 x 30 cm) pohjalle ohuelti jauhelihakastiketta ja valuta päälle juustokastiketta. Peitä lasagnelevyillä. Jatka vielä kolme kerrosta samaan tapaan. Peitä viimeiset lasagnelevyt lopulla juustokastikkeella ja ripottele pinnalle juustoraaste.;;Paista 200 asteessa 40-45 minuuttia. Peitä pinta, kun lasagne on saanut sopivasti väriä.","Kinuskikissan"," 22.11.2023 6.1.2024 24.3.2024 30.5.2025 25.1.2026","Hyvä","Sokeriton","","Jauheliharuoka;Paistos;Pasta","","","Italia","0","Pääruoka","0","","""hartsa@recipes.com"
"2082","Mustikkapiirakan makuinen puuro","1 l vettä;5 dl mustikoita;1,5 dl tummaa sokeria;1,5 dl mannasuurimoita ;0,25 tl suolaa ;Mausteeksi jotain seuraavista:;Kaardemummaa, kanelia tai vaniljasokeria;(1 dl mantalijauhoa)","Kiehauta vesi, sokeri ja marjat. Lisää mannasuurimot vatkaten kastikevispilällä. Keitä 10 min. ;Anna jäähtyä haaleaksi ja vatkaa todella kuohkeaksi.;Lisää lopuksi mantelijauho;Nauti soijamaidon kanssa tai vielä herkumpi: (kaupan) vaniljakastikkeen kanssa. Myös kaneli lisää piirakkaista makua!;Parempaa haaleana kuin jääkaappikylmänä.;Soijamaito on ehdottomasti parempi kuin tavallinen maito!",""," 26.11.2023 22.2.2024 13.3.2026 2.5.2026","Herkku","Laktoositon;Maidoton;Munaton;Vegaaninen","","Marjajälkkäri","Syksy","","","0","Jälkiruoka;Muu","1","","""hartsa@recipes.com"
